ID	LANG	TEXT	CONSTR
3804	UK	Їй годиться бути білою.	годиться 
3959	RU	Видели бы вы этого врача!.. – Он вдруг застучал зубами.	conditional
3959	EN	You should've seen this doctor...' the barman replied, and his teeth suddenly began to chatter. 'And don't pay any attention to the head, it has no connection ...	should
3959	DE	''Der und Arzt... Sie hätten ihn mal sehen sollen, diesen Arzt'', antwortete der Kantinenwirt und klapperte plötzlich mit den Zähnen.	sollen
3959	IT	Lo vedesse... - rispose il barista, e cominciò a battere i denti. - Non faccia caso alla testa non c'entra...	conditional
3959	ES	Si llega a ver usted a ese médico... — respondió el barman, y le rechinaron los dientes—. No se preocupe por la cabeza, no tiene importancia.	conditional
3959	FR	En fait de médecin, si vous l’aviez vu…, répondit le buffetier qui se mit soudain à claquer des dents. Ne vous occupez pas de ma tête, reprit-il, elle n’a aucun rapport…	conditional
3959	UK	Бачили б ви того лікаря!.. — відповів буфетник і раптом зацокотів зубами. — А на голову не звертайте уваги, це не до діла.	не до діла
4102	RU	– Наташа! Ну как вам не стыдно, – говорила Маргарита Николаевна, – вы грамотная, умная девушка; в очередях врут черт знает что, а вы повторяете!	lexical
4102	EN	'Natasha! You ought to be ashamed,' Margarita Nikolaevna said, 'you, a literate, intelligent girl... they tell devil knows what lies in the queues, and you go repeating them!'	ought to
4102	DE	''Natascha! Schämen Sie sich gar nicht?'' sagte sie. ''Sie sind doch keine Analphabetin, Sie sind ein gescheites Mädchen, und doch erzählen Sie den Unsinn weiter, der beim Anstehen geredet wird!''	lexical
4102	IT	- Nataša! Via, come non si vergogna? - diceva Margherita Nikolaevna. - Una ragazza istruita, intelligente come lei... mentre fanno la coda raccontano tante di quelle frottole, e lei le ripete!	lexical
4102	ES	—¡Natasha!, pero ¿no le da vergüenza? —decía Margarita Nikoláyevna —. Es usted una chica inteligente, ha leído mucho...	lexical
4102	FR	– Natacha ! Vous n’avez pas honte ? s’écria-t-elle. Vous, une jeune fille instruite et intelligente… dans les queues, les gens inventent le diable sait quelles sottises, et vous allez les répéter !	lexical
4102	UK	— Наталю! Чи вам не сором, — казала Маргарита Миколаївна, — ви ж грамотна, розумна дівчина; у чергах брешуть чорт зна що, а ви повторюєте!	lexical
4245	RU	Пусть бы ездил Бегемот, он обаятельный...	conditional
4245	EN	Behemoth should have gone, he's a charmer...'	should
4245	DE	Behemoth hätte das übernehmen sollen, der ist charmanter ...''	sollen
4245	IT	Fosse venuto Behemoth, lui ha tanto fascino...	conditional
4245	ES	Podía haber venido Popota, que tiene mucho encanto...	poder
4245	FR	On aurait pu choisir Béhémoth, il a du charme, lui…	conditional
4245	UK	Хай би їздив Бегемот, він принадний…	conditional
4465	RU	Из первого подъезда выбежал швейцар, поглядел вверх, немного поколебался, очевидно, не сообразив сразу, что ему предпринять, всунул в рот свисток и бешено засвистел.	infinitive
4465	EN	The doorman ran out of the main entrance, looked up, hesitated a moment, evidently not grasping at first what he ought to undertake, put the whistle to his lips, and started whistling furiously.	ought to
4465	DE	Aus dem ersten Aufgang kam der Portier gelaufen, schaute herauf, zögerte einen Moment, denn er wußte offenbar nicht, was zu tun sei, setzte die Pfeife an den Mund und pfiff wie rasend.	infinitive
4465	IT	Dal primo ingresso uscí di corsa il guardaportone, guardò in su, esitò un po', non sapendo lí per lí quel che doveva fare, poi si mise il fischietto in bocca e si diede a fischiare disperatamente.	dovere
4465	ES	Del primer portal salió corriendo el portero, miró hacia arriba; se quedó unos instantes indeciso, sin saber qué hacer, luego cogió un silbato y silbó como un loco.	infinitive
4465	FR	Le portier sortit en trombe de l’entrée principale, regarda en l’air, hésita un moment, manifestement incapable de trouver tout de suite la décision adéquate, puis fourra un sifflet dans sa bouche et se mit à siffler comme un enragé.	infinitive
4465	UK	З першого під’їзду вибіг швайцар, подивився угору, трохи завагався, очевидно, не добравши відразу, що йому робити, сунув до рота сюрчка й скажено засюрчав.	infinitive
4732	RU	Я ничуть не погрешу, если, говоря об этом, упомяну о причудливо тасуемой колоде карт.	future
4732	EN	I would not be sinning in the least if, in speaking of that, I should make reference to a whimsically shuffled pack of cards.	should
4732	DE	Ich versündige mich keineswegs, wenn ich bei dieser Gelegenheit ein kunstvoll gemischtes Kartenspiel erwähne.	future
4732	IT	Non peccherei contro la verità se, a questo proposito, accennassi a un mazzo di carte bizzarramente mescolato.	future
4732	ES	Recuerde usted unas cartas barajadas de la manera más increíble.	missing
4732	FR	Je ne commettrai pas un péché si, en parlant de cela, je pense à un jeu de cartes très curieusement battu.	future
4732	UK	Я ані крихти не погрішу, якщо, кажучи про це, згадаю про химерно тасовану колоду карт.	future
4851	RU	– Убить упрямую тварь, – шепнул Азазелло.	infinitive
4851	EN	The obstinate beast should be killed,' whispered Azazello.	should
4851	DE	''Man sollte die sture Bestie totschlagen'', flüsterte Asasello.	sollen
4851	IT	- Bisognerebbe ammazzarla, quella bestia cocciuta, sussurrò Azazello.	bisognare
4851	ES	—Que maten a este ser obstinado —susurró Asaselo.	missing
4851	FR	– Cette créature obstinée est à tuer, murmura Azazello.	est à
4851	UK	— Вбити кляту тварюку, — шепнув Азазелло.	infinitive
4928	RU	Среди гостей будут различные, ох, очень различные, но никому, королева Марго, никакого преимущества!	lexical
4928	EN	Among the guests there will be different sorts, oh, very different, but no one, Queen Margot, should be shown any preference!	should
4928	DE	Die Gäste werden sehr verschieden sein, oh, sehr verschieden, aber keinem von ihnen, Königin Margot, dürft Ihr den Vorzug geben!	dürfen
4928	IT	Ci saranno invitati di vario genere, oh, molto vario, ma a nessuno, regina Margot, a nessuno nessuna preferenza!	lexical
4928	ES	Entre los invitados habrá gente muy diferente, ¡y tan diferente!, pero, mi reina Margot, no debe mostrar preferencia por nadie.	deber
4928	FR	Parmi nos invités, il y aura des gens divers – oh ! très divers –, mais à aucun, reine Margot, à aucun d’eux, vous ne devez marquer la moindre préférence !	devez
4928	UK	Серед гостей будуть різні, ох, дуже різні, та нікому, королево Марго, жодної переваги!	lexical
5213	RU	Тогда Воланд поманил ее, как и тогда, к себе и показал, чтобы она села рядом.	чтобы
5213	EN	Then Woland beckoned her to him like the other time and indicated that she should sit down beside him.	should
5213	DE	Da winkte Voland sie zu sich wie vor dem Ball und bedeutete ihr, neben ihm Platz zu nehmen.	infinitive
5213	IT	Allora Woland la chiamò a sé con un cenno e le fece segno di sedergli accanto.	di
5213	ES	Voland la llamó con un gesto, como lo hiciera antes, y le pidió que se sentara:	que
5213	FR	Comme naguère, Woland lui fit signe de venir et, d’un geste, l’invita à s’asseoir près de lui.	infinitive
5213	UK	Тоді Волянд поманив її, як і тоді, до себе й вказав, щоб вона сіла поруч.	щоб
5332	RU	Попросить, что ли, самой, как искушающе советовал Азазелло в Александровском саду?	conditional
5332	EN	Should she ask, as Azazello had temptingly advised in the Alexandrovsky Garden?	should
5332	DE	Sollte sie bitten, wie es ihr Asasello im Alexandrowski-Garten lockend geraten hatte?	sollen
5332	IT	E se avesse chiesto lei stessa, come le aveva consigliato lusinghevolmente Azazello nel giardino Aleksandrovskij?	conditional
5332	ES	¿Y si ella misma pidiera algo, como se lo había aconsejado Asaselo cuando la convenció en el jardín Alexándrovski?	conditional
5332	FR	Alors, quoi, poser la question ellemême, comme le lui avait suggéré Azazello d’un ton alléchant, dans le jardin Alexandrovski ?	conditional
5332	UK	Попрохати, либонь, самій, як спокусливо радив Азазелло в Олександрівському саду?	conditional
5392	RU	– Молчи, черт тебя возьми! – сказал ему Воланд и продолжал, обращаясь к Маргарите: – Но просто, какой смысл в том, чтобы сделать то, что полагается делать другому, как я выразился, ведомству?	полагаться
5392	EN	'Quiet, devil take you!' Woland said to him, and went on addressing Margarita: 'But there is simply no sense in doing what ought to be done by another - as I just put it - department.	ought to
5392	DE	''Schweig, der Teufel soll dich holen!'' rief Voland und fuhr zu Margarita fort: ''Aber welchen Sinn hat es, etwas zu tun, was, wie gesagt, eine andere Behörde tun müßte?	müssen
5392	IT	- Zitto, che il diavolo ti porti! - gli disse Woland e proseguí, rivolto a Margherita: - Ma che senso c'è a fare qualcosa che è di competenza di un altro - chiamiamolo cosí - dicastero?	lexical
5392	ES	—¡Cállate, cuernos! —le dijo Voland, y continuó su explicación—: ¿Qué objeto tendría hacerlo si lo puede hacer otro, digamos, departamento?	poder
5392	FR	– Vas-tu te taire ? Le diable t’emporte ! lui dit Woland, qui reprit : Mais quel sens cela aurait-il de faire ce qui incombe, comme je l’ai dit, à un autre département ?	incombe à
5392	UK	— Ану цить, чорт тебе забирай! — сказав йому Волянд і повів далі, звертаючись до Маргарити: — Але просто, який сенс у тому, щоб робити те, що належить робити іншому, як я сказав, відомству?	належить
5915	RU	– И о безделице надлежит помнить. Тут Пилат обернулся, поднял плащ, лежащий на кресле сзади него, вынул из-под него кожаный мешок и протянул его гостю.	надлежит
5915	EN	'One ought to remember trifles, too.' Here Pilate turned, picked up the cloak that lay on the chair behind him, took a leather bag from under it, and handed it to the guest.	ought to
5915	DE	''Auch eine Bagatelle soll man nicht vergessen.'' Pilatus wandte sich um, griff nach dem Sessel hinter sich, holte unter dem Umhang einen Lederbeutel hervor und reichte ihn seinem Gast.	sollen
5915	IT	- Bisogna ricordare anche le inezie -. Pilato si voltò, sollevò il mantello che stava sulla scranna dietro di lui, prese una borsa di pelle che si trovava sotto ad esso e la tese all'ospite.	bisognare
5915	ES	—Eso tampoco se debe olvidar —Pilatos se volvió, cogió su toga que estaba detrás de él, sacó de debajo un pequeño saco de cuero y se lo extendió al huésped.	deber
5915	FR	– Il ne faut rien oublier, pas même les bagatelles. Pilate se tourna, souleva son manteau posé sur un fauteuil derrière lui, trouva dessous une bourse de cuir qu’il tendit à son hôte.	il faut
5915	UK	— І про дріб’язок належить пам’ятати. Тут Пилат обернувся, підніс плаща, що лежав на кріслі позад нього, вийняв з нього шкуратяного гамана й простягнув його гостеві.	надлежить
6002	RU	У вас праздник, а что же прикажешь делать мне?	lexical
6002	EN	You're having a feast, and what am I supposed to do?	supposed to
6002	DE	Ihr feiert euer Fest, und was mache ich inzwischen?	lexical
6002	IT	Voi avete la festa, ma io che dovrei fare?	dovere
6002	ES	Es fiesta, ¿qué quieres que haga?	querer que
6002	FR	Vous avez votre fête, mais moi, que veux-tu que je fasse ?	lexical
6002	UK	У вас свято, а що ж накажеш робити мені?	lexical
6220	RU	Объявляю вам, что я не считаю нужным отдавать вас под суд.	нужный
6220	EN	I declare to you that I do not consider it necessary to try you.	necessary to
6220	DE	Ich erkläre Ihnen, daß ich es nicht für notwendig halte, Sie vor Gericht zu stellen.	notwendig
6220	IT	Ti dichiaro che non ritengo necessario farti processare.	necessario
6220	ES	Pero no veo la necesidad de llevarle a los tribunales.	necesidad
6220	FR	Je vous déclare que je n’estime pas nécessaire de vous faire passer en jugement.	nécessaire
6220	UK	Оголошую вам, що не вважаю за потрібне віддавати вас до суду.	потрібне
6412	RU	Однако все эти мероприятия никакого результата не дали, и ни в один из приездов в квартиру в ней никого обнаружить не удалось, хотя и совершенно понятно было, что в квартире кто-то есть, несмотря на то, что все лица, которым так или иначе надлежало ведать вопросами о прибывающих в Москву иностранных артистах, решительно и категорически утверждали, что никакого черного мага Воланда в Москве нет и быть не может.	lexical
6412	EN	However, none of these measures yielded any results, and no one was discovered in the apartment during any of these visits, though it was perfectly clear that there was someone in the apartment, despite the fact that all persons who in one way or another were supposed to be in charge of foreign artistes coming to Moscow decidedly and categorically insisted that there was not and could not be any black magician Woland in Moscow.	supposed to
6412	DE	Alle diese Maßnahmen blieben jedoch ergebnislos, und nie wurde jemand in der Wohnung vorgefunden, obwohl hier jemand wohnen mußte. Andrerseits versicherten alle Personen, die sich so oder so mit den in Moskau eingereisten ausländischen Artisten befaßten, entschieden und kategorisch, in Moskau könne es einen Schwarzen Magier namens Voland nicht geben.	müssen
6412	IT	Però tutte quelle misure non diedero alcun risultato, e durante i sopralluoghi non si scoprí mai nessuno nell'appartamento, anche se si capiva benissimo che nell'appartamento qualcuno c'era, benché tutti coloro che, per un motivo o l'altro, erano preposti al soggiorno di artisti stranieri a Mosca, affermassero nel modo piú categorico e deciso che nessun mago di nome Woland era a Mosca né vi poteva essere.	lexical
6412	ES	Pero todas estas medidas no condujeron a nada y no se pudo encontrar a nadie en la casa, aunque era evidente que alguien tenía que haber, en contra de la opinión de todas aquellas personas que, por razones diversas, estaban obligadas a saber todo lo relacionado con los artistas extranjeros que llegaban a Moscú, y que afirmaban con seguridad y categóricamente que no había y no podía haber en la ciudad ningún nigromante llamado Voland.	tener que
6412	FR	Cependant, toutes ces entreprises demeurèrent sans résultat, et à chaque fois que l’on se rendit à l’appartement, il fut impossible d’y découvrir qui que ce fût, bien que, de toute évidence, il dût y avoir quelqu’un – cela bien que toutes les personnes chargées de superviser d’une façon ou d’une autre les séjours à Moscou d’artistes étrangers eussent répondu résolument et catégoriquement qu’il n’y avait et ne pouvait y avoir à Moscou aucun magicien noir nommé Woland.	lexical
6412	UK	Та ба, усі ці заходи жодного наслідку не дали, й жодної з цих відвідин квартири в ній нікого виявити не вдалося, хоча й цілком зрозуміло було, що в квартирі хтось є, дарма що усі особи, яким так чи інакше належало відати питаннями про прибулих до Москви іноземних артистів, рішуче й категорично твердили, що ніякого чорного мага Волянда в Москві немає й бути не може.	lexical
6426	RU	Стоило только сопоставить поведение Тузабубен у таксомоторной стоянки возле кинематографа с некоторыми датами времени, вроде того, когда кончился сеанс и когда именно мог исчезнуть Римский, чтобы немедленно дать телеграмму в Ленинград.	стоить
6426	EN	One had only to put together the behaviour of Ace of Diamonds at the cab stand by the movie theatre with certain given times, such as when the seance ended, and precisely when Rimsky could have disappeared, and then immediately send a telegram to Leningrad.	had to
6426	DE	Als man das Verhalten von Karo-As am Taxistand vor dem Kino mit einigen Zeiten verglich - dem Ende der Vorstellung, dem Zeitpunkt, zu dem Rimski verschwunden sein konnte -, gab man sofort ein Telegramm nach Leningrad auf.	missing
6426	IT	Era stato sufficiente mettere a confronto l'atteggiamento di Assodiquadri presso il posteggio dei tassí davanti al cinematografo e l'ora in cui erano successi certi fatti - ad esempio, quando era terminato lo spettacolo e quando di preciso era potuto scomparire Rimskij per telegrafare immediatamente a Leningrado.	missing
6426	ES	Bastó confrontar la actitud de Asderrombo en la parada de taxis junto al cine, con algunos datos de tiempo, como la hora en que acabó la sesión y cuándo pudo desaparecer Rimski, para que inmediatamente fuera enviado un telegrama a Leningrado.	bastar
6426	FR	Il suffit de rapprocher le comportement de Tambour à la station de taxis voisine du cinéma de certaines dates et de certaines heures – par exemple de celle où s’était terminée la séance ainsi que du moment présumé du départ de Rimski – pour être en mesure de télégraphier à Leningrad.	suffit
6426	UK	Досить було лише зіставити поведінку Тузабубни біля таксомоторної стоянки коло кінематографа з деякими датами часу, як-от коли закінчився сеанс і коли саме міг щезнути Римський, щоб негайно надати телеграму до Ленінграда.	досить
6436	RU	Пришлось разъяснять необыкновенный случай с поющими «Славное море» служащими (кстати: профессору Стравинскому удалось их привести в порядок в течение двух часов времени путем каких-то впрыскиваний под кожу), с лицами, предъявлявшими другим лицам или учреждениям под видом денег черт знает что, а также с лицами, пострадавшими от таких предъявлений.	приходиться
6436	EN	It was necessary to explain the extraordinary case of the staff all singing `Glorious Sea' (incidentally: Professor Stravinsky managed to put them right within two hours, by means of some subcutaneous injections),of persons presenting other persons or institutions with devil knows what in the guise of money, and also of persons who had suffered from such presentations.	necessary to
6436	DE	Zu klären war der ungewöhnliche Vorfall mit den Angestellten, die den ''Herrlichen Baikal'' sarigen (übrigens war es Professor Strawinski gelungen, sie binnen zwei Stunden wieder hinzukriegen, indem er ihnen Injektionen verabfolgte). Personen waren zu verhören, die anderen Personen oder Behörden statt Geld sonstwas gegeben hatten, aber auch Personen, die durch solche Pseudozahlungen geschädigt worden waren.	infinitive
6436	IT	Si dovette risolvere lo straordinario caso degli impiegati che cantavano Celebre mare (del resto, il professor Stravinskij riuscí a riportarli alla normalità nel giro di due ore, con l'aiuto di certe iniezioni sottocutanee), quello delle persone che spacciavano ad altre persone o a enti chi sa che diavoleria in luogo di denaro, e infine quello di coloro che erano stati vittime di simili pagamenti.	dovere
6436	ES	Hubo que aclarar el extraordinario caso de los funcionarios que cantaban «Glorioso es el mar...» (por cierto, que el profesor Stravinski consiguió volverles a la normalidad al cabo de dos horas, a base de inyecciones intramusculares), también fue necesario esclarecer el asunto del extraño dinero que unas personas entregaban a otras, o a organizaciones, así como el de aquellos que habían sido víctimas de estos enredos.	haber que
6436	FR	Il fallut, entre autres, tenter d’élucider le cas des employés chantants (disons à ce propos que le professeur Stravinski sut y mettre bon ordre en deux heures à peine – au moyen d’injections hypodermiques), ainsi que celui de ceux qui avaient présenté à d’autres personnes ou à des établissements officiels, sous le nom d’argent, le diable sait quoi, et celui des personnes qui avaient été victimes de ces étranges paiements.	il faut
6436	UK	Довелося з’ясовувати надзвичайний випадок зі співом «Славноє море» службовцями (до речі: професорові Стравинському вдалося довести їх до пуття протягом двох годин часу якимись заштриками під шкіру), з особами, які втручали іншим особам або установам, видаючи за гроші, чорт зна що, а також з особами, потерпілими від таких втручень.	доводиться
6514	RU	Так, например, он не счел нужным упомянуть о том, что он явился в спальню с выброшенной сорочкой в руках и что называл Наташу Венерой.	нужный
6514	EN	Thus, for instance, he did not consider it necessary to mention that he had arrived in the bedroom with the discarded shift in his hands, or that he had called Natasha 'Venus'.	necessary to
6514	DE	So hielt er es beispielsweise für untunlich, zu erwähnen, daß er mit dem Hemdchen in der Hand das Schlafzimmer betreten und Natascha Venus genannt hatte.	infinitive
6514	IT	Cosí, ad esempio, non ritenne necessario menzionare che si era presentato in camera da letto tenendo in mano la camicia buttatagli addosso né che si era rivolto a Nataša chiamandola Venere.	necessario
6514	ES	No vio la necesidad de señalar cómo se había presentado en el dormitorio con la combinación en la mano.	necesidad
6514	FR	Ainsi, par exemple, il ne jugea pas utile de mentionner le fait qu’il était monté à la chambre avec une combinaison bleu ciel à la main et qu’il avait appelé Natacha « Vénus ».	utile
6514	UK	Так, прикладом, він не вважав за потрібне згадати про те, що він з’явився до спальні з викинутою сорочкою в руках і що називав Наталю Венерою.	потрібне
6803	RU	– Вот этих бы врунов, которые распространяют гадкие слухи, – в негодовании несколько громче, чем хотел бы Боба, загудела контральтовым голосом мадам Петракова, – вот их бы следовало разъяснить!	следовать
6803	EN	'It's the liars that spread these vile rumours,' Madame Petrakov boomed in a contralto voice, somewhat louder in her indignation than Boba would have liked, 'they're the ones who ought to be explained!	ought to
6803	DE	''Diese Lügner, die derart widerliche Gerüchte verbreiten'', dröhnte Madame Petrakows Kontraaltstimme in ihrem Unmut etwas lauter, als es Boba lieb war, ''die müßte man ermitteln!	müssen
6803	IT	- Questi impostori che diffondono voci vergognose, rombò con voce di contralto madame Petrakova alquanto piú forte di quanto avrebbe desiderato Boba, - quelli sí che andrebbero smascherati!	andare
6803	ES	—¡Habría que aclarar quiénes son los mentirosos que difunden estos rumores repugnantes! —decía madame Petrakova indignada, con voz algo más fuerte de lo que hubiera preferido Boba—. ¡Nada, nada, así sucederá, ya les meterán en cintura!	future
6803	FR	– Les menteurs qui répandent des bruits aussi dégoûtants, corna le contralto de Mme Petrakova qui, indignée, avait parlé un peu plus fort que ne l’eût souhaité Boba, on devrait les dénoncer !	devoir
6803	UK	— От цих брехачів, що поширюють огидні чутки, — в обуренні дещо гучніше, ніж хотів би Боба, загуділа контральтовим голосом мадам Петракова, — от їх слід було б роз’яснити!	слід
6942	RU	Ты посмотри только, на что ты похож! Отхохотавшись, пока мастер сердито поддергивал больничные кальсоны, Маргарита стала серьезной. – Ты сейчас невольно сказал правду, – заговорила она, – черт знает, что такое, и черт, поверь мне, все устроит! – глаза ее вдруг загорелись, она вскочила, затанцевала на месте и стала вскрикивать: – Как я счастлива, как я счастлива, как я счастлива, что вступила с ним в сделку!	imperative
6942	EN	You should see what you look like! ...' Having finished laughing, while the master bashfully pulled up his hospital drawers, Margarita became serious. 'You unwittingly spoke the truth just now,' she began, 'the devil knows what it is, and the devil, believe me, will arrange everything!' Her eyes suddenly flashed, she jumped up and began dancing on the spot, crying out: 'How happy I am, how happy I am, how happy I am that I struck a bargain with him!	should
6942	DE	Schau doch bloß mal, wie du aussiehst!'' Der Meister zog verschämt die Krankenhausunterhosen hoch, und Margarita wurde ernst. ''Du hast eben unwillkürlich die Wahrheit gesagt'', versetzte sie, ''der Teufel begreift, was das ist, und der Teufel, glaub mir, wird alles arrangieren!'' Ihre Augen funkelten plötzlich, sie sprang auf, drehte sich tanzend und schrie: ''Ich bin so glücklich, ich bin so glücklich, daß ich mit ihm im Geschäft bin!	imperative
6942	IT	Come sono felice, felice di aver fatto un patto con lui!	imperative
6942	ES	¡Mira la pinta que tienes! El maestro, azorado, contemplaba sus calzoncillos del sanatorio. Margarita se puso seria. —Sin querer acabas de decir la verdad —dijo ella—, ¡el diablo sabe qué es esto y el diablo, créeme, lo arreglará todo! —se le encendieron los ojos, se levantó de un salto y se puso a bailar exclamando—: ¡Qué feliz me siento, qué feliz, qué feliz por haber hecho un trato con el diablo!	imperative
6942	FR	Non, mais si tu te voyais !… Quand le Maître eut remonté pudiquement son caleçon long d’hôpital, elle cessa de rire et redevint sérieuse. – Sans le vouloir, tu viens de dire la vérité, dit-elle. Le diable sait ce que c’est, et le diable, crois-moi, arrangera tout !	imperative
6942	UK	Ти поглянь лише на що ти схожий! Відреготавшись, поки майстер сором’язливо підсмикував шпитальні кальсони, Маргарита споважніла. — Ти зараз мимоволі сказав правду, — промовила вона, — чорт знає, що таке, і чорт, повір, усе влаштує! — Очі її раптом спалахнули, вона скочила, затанцювала на місці й стала скрикувати: — Яка я щаслива, яка я щаслива, що пристала до спілки з ним!	imperative
6976	RU	Ну что ж, я уйду, я уйду, но знай, что ты жестокий человек!	imperative
6976	EN	Well, then I'll go, I'll go, but you should know that you are a cruel man!	should
6976	DE	Nun gut, ich gehe, ich gehe, aber wisse, du bist grausam!	imperative
6976	IT	Va bene, me ne andrò, andrò via, ma sappi che sei un uomo crudele!	imperative
6976	ES	¡Muy bien, me iré; me voy a ir, pero quiero que sepas que eres un hombre cruel!	querer que
6976	FR	C’est bien, je partirai, je partirai, mais sache que tu es un homme cruel !	imperative
6976	UK	Ну що ж, я піду, піду, та знай, що ти жорстока людина.	imperative
7047	RU	Вполне естественно, что такая редкость вызвала большое внимание и Маргариты и мастера.	lexical
7047	EN	It was perfectly natural that such a rarity should arouse great attention in both Margarita and the master.	should
7047	DE	Versteht sich, daß eine solche Rarität Margarita und den Meister stark beeindruckte.	lexical
7047	IT	È piú che naturale che una simile rarità attirasse la massima attenzione sia di Margherita sia del Maestro.	lexical
7047	ES	Como era de esperar, esto tan exótico llamó la atención del maestro y Margarita.	lexical
7047	FR	Pareille rareté ne pouvait, naturellement, que susciter un vif intérêt chez le Maître et chez Marguerite.	lexical
7047	UK	Цілком природно, така дивина викликала велику цікавість і Маргарити і майстра.	lexical
7433	RU	К числу лиц, порвавших с театром, помимо Аркадия Аполлоновича, надлежит отнести и Никанора Ивановича Босого, хоть тот и не был ничем связан с театрами, кроме любви к даровым билетам.	надлежать
7433	EN	Among persons who have broken with the theatre, apart from Arkady Apollonovich, mention should be made of Nikanor Ivanovich Bosoy, though he had been connected with the theatre in no other way than by his love for free tickets.	should
7433	DE	Zu den Personen, die mit dem Theater brachen, ist neben Semplejarow auch Nikanor Iwanowitsch Bossoi zu nennen, obwohl dieser außer seiner Vorliebe für Freikarten nichts mit dem Theater zu tun hatte.	infinitive
7433	IT	Tra coloro che avevano rotto ogni rapporto col teatro, oltre ad Arkadij Apollonovi , bisogna mettere anche Nikanor Ivanovi Bosoj, benché questi non avesse rapporto alcuno coi teatri all'infuori della sua passione per i biglietti di favore.	bisognare
7433	ES	Entre las personas que rompieron con el teatro, aparte Arcadio Apolónovich, estaba Nikanor Ivánovich Bosói, aunque su única relación con el teatro fuera su pasión por las entradas gratuitas.	lexical
7433	FR	Au nombre de ceux qui, comme Arcadi Apollonovitch, rompirent avec le théâtre, il convient d’ajouter Nicanor Ivanovitch Bossoï, bien que celui-ci n’eût aucun rapport avec l’activité théâtrale, si l’on excepte toutefois son goût très vif pour les billets gratuits.	il convient
7433	UK	До числа осіб, що порвали з театром, крім Аркадія Аполлоновича, слід віднести й Никанора Івановича Босого, хоча той і не був нічим пов’язаним із театрами, крім любови до дармових квитків.	слід
7452	RU	Мечтает теперь Иван Савельевич только об одном, чтобы этого Алоизия убрали из Варьете куда-нибудь с глаз долой, потому что, как шепчет иногда Варенуха в интимной компании, «Такой сволочи, как этот Алоизий, он будто бы никогда не встречал в жизни и что будто бы от этого Алоизия он ждет всего, чего угодно».	чтобы
7452	EN	Ivan Savelyevich's only dream is that this Aloisy should be removed somewhere out of sight, because, as Varenukha sometimes whispers in intimate company, he supposedly has never in his life met 'such scum as this Aloisy', and he supposedly expects anything you like from this Aloisy.	should
7452	DE	Dieser träumt nur davon, daß man Aloisi aus seinen Augen entferne, denn, wie Warenucha gelegentlich in intimer Gesellschaft flüstert, ein solches Aas wie diesen Aloisi habe er noch nie erlebt, und es gebe nichts, worauf man bei diesem Aloisi nicht gefaßt sein müsse.	dass
7452	IT	Il sogno di Ivan Savel'evic è che questo Aloizij se ne vada via in fretta dal Varietà e la smetta di rompere l'anima, perché, come bisbiglia a volte Varenucha quand'è in compagnia di intimi, «una canaglia come quell'Aloizij lui non l'ha mai incontrata in vita sua e da quel tipo ci si può aspettare di tutto».	que
7452	ES	Varenuja solo sueña con que se lleven a Aloísio lo más lejos posible, porque, como dice a veces a sus amigos más íntimos, «no hay otro canalla tan grande como Aloísio y de él se puede esperar cualquier cosa».	que
7452	FR	Ivan Savelïevitch ne rêve que d’une chose : que cet Aloysius soit chassé des Variétés et envoyé où on voudra, pourvu qu’on ne le voie plus. Car, ainsi que le chuchote parfois Varienoukha en très petit comité, une ordure pareille à cet Aloysius, il n’en a jamais rencontré de sa vie, et de la part de cet Aloysius, il s’attend à tout ce qu’on peut imaginer.	que
7452	UK	Мріє тепер Іван Савелійович тільки про одне, щоб цього Альоїзія забрали з Вар’єте десь геть з очей, тому що, як шепче іноді Варенуха в інтимній компанії, «такої сволоти, як оцей Альоїзій, він нібито ніколи не зустрічав на світі й що нібито від цього Альоїзія він сподівається усього, чого завгодно».	щоб
572	RU	Там в присутствии всех, кого он желал видеть, прокуратор торжественно и сухо подтвердил, что он утверждает смертный приговор Иешуа Га-Ноцри, и официально осведомился у членов Синедриона о том, кого из преступников угодно оставить в живых.	угодно
572	EN	There, in the presence of all those he had desired to see, the procurator solemnly and dryly stated that he confirmed the death sentence on Yeshua Ha-Nozri, and officially inquired of the members of the Sanhedrin as to whom among the criminals they would like to grant life.	would like
572	DE	Hier erklärte der Prokurator in Gegenwart der Herbestellten trocken und feierlich, er bestätige das Todesurteil gegen Jeschua Ha-Nozri, und befragte die Mitglieder des Synedrion offiziell, welchen der Verbrecher er am Leben lassen solle.	sollen
572	IT	Là, in presenza di tutti quelli che intendeva vedere, il procuratore dichiarò in modo solenne e secco che confermava la condanna a morte di Jeshua Hanozri, e chiese ufficialmente ai membri del Sinedrio quale dei criminali intendessero lasciare in vita.	lexical
572	ES	Allí, en presencia de todos aquellos que quería ver, anunció con aire solemne y reservado que corroboraba la sentencia de muerte de Joshuá GaNozri y preguntó oficialmente a los miembros del Sanhedrín a cuál de los dos delincuentes pensaban dar libertad.	lexical
572	FR	Là, en présence de tous ceux qu’il désirait voir, le procurateur confirma sèchement et solennellement qu’il ratifiait la condamnation à mort de Yeshoua Ha-Nozri, et demanda officiellement aux membres du sanhédrin lequel des malfaiteurs il convenait de laisser en vie.	il convient
